"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,36.2,36.2,63.8,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","In Aeugst am Albis hat die ""Ehe für alle"" keine Mehrheit gefunden. Auf 63,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Aeugst am Albis hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants d'Aeugst am Albis rejettent le principe du ""mariage pour tous"" avec 63,8 pour cent de non. Un référendum avait été lancé contre cette modification du Code civil. Aeugst am Albis a rejeté la modification du Code civil, tout comme son canton.","Nel comune di Aeugst am Albis il matrimonio per tutti è stato bocciato con il 63,8 percento dei voti. Il comune di Aeugst am Albis bocciando la legge si è espresso come il suo cantone."
2,62.5,62.5,37.5,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","62,5 Prozent der Abstimmenden in der Gemeinde Affoltern am Albis haben Ja gesagt zur ""Ehe für alle"". Affoltern am Albis hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","C'est oui à 62,5 pour cent au principe du ""mariage pour tous"" à Affoltern am Albis. Un référendum avait été lancé contre cette modification du Code civil. Affoltern am Albis a approuvé la modification du Code civil, contrairement à son canton.","Con il 62,5 percento di ""sì"", i cittadini del comune di Affoltern am Albis hanno accolto il matrimonio per tutti. Il comune di Affoltern am Albis approvando la legge è andato controcorrente rispetto al suo cantone."
3,83.4,83.4,16.6,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","83,4 Prozent der Abstimmenden in der Gemeinde Bonstetten haben Ja gesagt zur ""Ehe für alle"". Bonstetten hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","C'est oui à 83,4 pour cent au principe du ""mariage pour tous"" à Bonstetten. Un référendum avait été lancé contre cette modification du Code civil. Bonstetten a approuvé la modification du Code civil, contrairement à son canton.","Con il 83,4 percento di ""sì"", i cittadini del comune di Bonstetten hanno accolto il matrimonio per tutti. Il comune di Bonstetten approvando la legge è andato controcorrente rispetto al suo cantone."
4,58,58,42,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Die Gemeinde Hausen am Albis hat die ""Ehe für alle"" mit 58 Prozent angenommen. Hausen am Albis hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","A Hausen am Albis, les habitants disent oui à 58 au principe du ""mariage pour tous"". Cette modification du Code civil était combattue par un référendum. Hausen am Albis a approuvé la modification du Code civil, contrairement à son canton.","Nel comune di Hausen am Albis il matrimonio per tutti è stato approvato con il 58 percento dei voti. Il comune di Hausen am Albis approvando la legge è andato controcorrente rispetto al suo cantone."
5,61.3,61.3,38.7,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Ja zur ""Ehe für alle"" in Hedingen: Mit 61,3 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Hedingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les habitants de Hedingen approuvent avec 61,3 pour cent de oui le principe du ""mariage pour tous"". Un référendum avait été lancé contre cette modification du Code civil. Hedingen a approuvé la modification du Code civil, contrairement à son canton.","Sì al matrimonio per tutti  nel comune di Hedingen: i cittadini hanno approvato il testo con il 61,3 percento dei voti. Il comune di Hedingen approvando la legge è andato controcorrente rispetto al suo cantone."
6,60.7,60.7,39.3,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","60,7 Prozent der Abstimmenden in der Gemeinde Kappel am Albis haben Ja gesagt zur ""Ehe für alle"". Kappel am Albis hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","C'est oui à 60,7 pour cent au principe du ""mariage pour tous"" à Kappel am Albis. Un référendum avait été lancé contre cette modification du Code civil. Kappel am Albis a approuvé la modification du Code civil, contrairement à son canton.","Con il 60,7 percento di ""sì"", i cittadini del comune di Kappel am Albis hanno accolto il matrimonio per tutti. Il comune di Kappel am Albis approvando la legge è andato controcorrente rispetto al suo cantone."
7,58.2,58.2,41.8,"Knonau ZH","Knonau (ZH)","Knonau ZH","Ja zur ""Ehe für alle"" in Knonau: Mit 58,2 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Knonau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les habitants de Knonau approuvent avec 58,2 pour cent de oui le principe du ""mariage pour tous"". Un référendum avait été lancé contre cette modification du Code civil. Knonau a approuvé la modification du Code civil, contrairement à son canton.","Sì al matrimonio per tutti  nel comune di Knonau: i cittadini hanno approvato il testo con il 58,2 percento dei voti. Il comune di Knonau approvando la legge è andato controcorrente rispetto al suo cantone."
8,92.7,92.7,7.3,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","In Maschwanden hat die Stimmbevölkerung der ""Ehe für alle"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 92,7 Prozent angenommen. Maschwanden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","A Maschwanden, les habitants sont favorables au principe du ""mariage pour tous"" avec  92,7 pour cent de oui. Un référendum avait été lancé contre cette modification du Code civil. Maschwanden a approuvé la modification du Code civil, contrairement à son canton.","I cittadini di Maschwanden si sono espressi a favore del matrimonio per tutti. Il testo è stato approvato con il 92,7 percento dei voti. Il comune di Maschwanden approvando la legge è andato controcorrente rispetto al suo cantone."
9,33.6,33.6,66.4,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Nein zum ""Ehe für alle"" in Mettmenstetten. Die Gemeinde hat die Vorlage mit 66,4 Prozent abgelehnt. Mettmenstetten hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Mettmenstetten, les habitants disent non à 66,4 pour cent au principe du ""mariage pour tous"". Un référendum avait été lancé contre cette modification du Code civil. Mettmenstetten a rejeté la modification du Code civil, tout comme son canton.","I cittadini di Mettmenstetten si sono espressi contro il matrimonio per tutti. Il testo è stato respinto con il 66,4 percento dei voti. Il comune di Mettmenstetten bocciando la legge si è espresso come il suo cantone."
10,10.1,10.1,89.9,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Nein zum ""Ehe für alle"" in Obfelden. Die Gemeinde hat die Vorlage mit 89,9 Prozent abgelehnt. Obfelden hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Obfelden, les habitants disent non à 89,9 pour cent au principe du ""mariage pour tous"". Un référendum avait été lancé contre cette modification du Code civil. Obfelden a rejeté la modification du Code civil, tout comme son canton.","I cittadini di Obfelden si sono espressi contro il matrimonio per tutti. Il testo è stato respinto con il 89,9 percento dei voti. Il comune di Obfelden bocciando la legge si è espresso come il suo cantone."
